期刊名,Quartile,,,,,,
International Soil and Water Conservation Research,Q1,,,,,,
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,Q1,,,,,,
ONCOGENE,Q1,,,,,,
IEEE-ASME TRANSACTIONS ON MECHATRONICS,Q1,,,,,,
NEW TECHNOLOGY WORK AND EMPLOYMENT,Q1,,,,,,
ENVIRONMENTAL POLLUTION,Q1,,,,,,
CALIFORNIA MANAGEMENT REVIEW,Q1,,,,,,
PEDOSPHERE,Q1,,,,,,
Stem Cell Research & Therapy,Q1,,,,,,
CHINESE MEDICAL JOURNAL,Q1,,,,,,
Cell Reports Physical Science,Q1,,,,,,
ACS Sustainable Chemistry & Engineering,Q1,,,,,,
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,Q1,,,,,,
PROGRESS IN ORGANIC COATINGS,Q1,,,,,,
CAAI Transactions on Intelligence Technology,Q1,,,,,,
ORGANIZATION & ENVIRONMENT,Q1,,,,,,
Pulse,Q1,,,,,,
AMERICAN PSYCHOLOGIST,Q1,,,,,,
Current Forestry Reports,Q1,,,,,,
Financial Innovation,Q1,,,,,,
Photonics Research,Q1,,,,,,
JACC-Basic to Translational Science,Q1,,,,,,
JNCI-Journal of the National Cancer Institute,Q1,,,,,,
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,Q1,,,,,,
Earth System Dynamics,Q1,,,,,,
PLOS BIOLOGY,Q1,,,,,,
IEEE TRANSACTIONS ON POWER SYSTEMS,Q1,,,,,,
Advanced Optical Materials,Q1,,,,,,
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,Q1,,,,,,
International Journal of Minerals Metallurgy and Materials,Q1,,,,,,
Cell Chemical Biology,Q1,,,,,,
STRATEGIC MANAGEMENT JOURNAL,Q1,,,,,,
IEEE Vehicular Technology Magazine,Q1,,,,,,
Sustainability Accounting Management and Policy Journal,Q1,,,,,,
Journal of Future Foods,Q1,,,,,,
Digital Business,Q1,,,,,,
JOURNAL OF RARE EARTHS,Q1,,,,,,
Journal of Environmental Chemical Engineering,Q1,,,,,,
PROGRESS IN SURFACE SCIENCE,Q1,,,,,,
Journal of Consumer Sciences,Q1,,,,,,
INTERNATIONAL JOURNAL OF NURSING STUDIES,Q1,,,,,,
ECONOMETRICA,Q1,,,,,,
Clinical Journal of the American Society of Nephrology,Q1,,,,,,
INTERNATIONAL JOURNAL OF FORECASTING,Q1,,,,,,
Borsa Istanbul Review,Q1,,,,,,
INTERNATIONAL ENDODONTIC JOURNAL,Q1,,,,,,
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,Q1,,,,,,
Campbell Systematic Reviews,Q1,,,,,,
Blood Advances,Q1,,,,,,
NEUROPSYCHOPHARMACOLOGY,Q1,,,,,,
Deutsches Arzteblatt International,Q1,,,,,,
EUROPEAN JOURNAL OF CANCER,Q1,,,,,,
AGING CELL,Q1,,,,,,
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,Q1,,,,,,
Organizational Psychology Review,Q1,,,,,,
AGE AND AGEING,Q1,,,,,,
COMPOSITE STRUCTURES,Q1,,,,,,
SURVEYS IN GEOPHYSICS,Q1,,,,,,
Environmental Technology & Innovation,Q1,,,,,,
ENERGY AND BUILDINGS,Q1,,,,,,
Journal of Genetics and Genomics,Q1,,,,,,
Waste Management,Q1,,,,,,
International Journal of Geo-Engineering,Q1,,,,,,
Chip,Q1,,,,,,
IEEE ROBOTICS & AUTOMATION MAGAZINE,Q1,,,,,,
Progress in Natural Science-Materials International,Q1,,,,,,
Acta Ecologica Sinica,Q1,,,,,,
Chemical Engineering Journal Advances,Q1,,,,,,
FERTILITY AND STERILITY,Q1,,,,,,
Journal of Travel Research,Q1,,,,,,
JOURNAL OF ADVERTISING,Q1,,,,,,
Information Technology & Tourism,Q1,,,,,,
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,Q1,,,,,,
Circulation-Cardiovascular Imaging,Q1,,,,,,
IEEE Transactions on Cognitive Communications and Networking,Q1,,,,,,
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,Q1,,,,,,
HABITAT INTERNATIONAL,Q1,,,,,,
JOURNAL OF AUTOIMMUNITY,Q1,,,,,,
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,Q1,,,,,,
Rock Mechanics Bulletin,Q1,,,,,,
Landslides,Q1,,,,,,
Econometrics Journal,Q1,,,,,,
Asian Economic Policy Review,Q1,,,,,,
Journal of Tissue Engineering,Q1,,,,,,
Current Research in Food Science,Q1,,,,,,
CURRENT OPINION IN STRUCTURAL BIOLOGY,Q1,,,,,,
BUSINESS HORIZONS,Q1,,,,,,
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,Q1,,,,,,
JOURNAL OF MANAGEMENT IN ENGINEERING,Q1,,,,,,
CHEMISTRY OF MATERIALS,Q1,,,,,,
Sustainable Energy Technologies and Assessments,Q2,,,,,,
Journal of Analysis and Testing,Q1,,,,,,
Cell Death Discovery,Q1,,,,,,
CURRENT OPINION IN BIOTECHNOLOGY,Q1,,,,,,
Composites Part C: Open Access,Q2,,,,,,
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,Q1,,,,,,
Transactions of the Association for Computational Linguistics,Q1,,,,,,
International Journal for Educational Integrity,Q1,,,,,,
ANAESTHESIA,Q1,,,,,,
INFORMATION PROCESSING & MANAGEMENT,Q1,,,,,,
Finance Research Letters,Q1,,,,,,
PLANT PHYSIOLOGY,Q1,,,,,,
Research in International Business and Finance,Q1,,,,,,
Tourism Management Perspectives,Q1,,,,,,
Journal of Hospitality and Tourism Technology,Q1,,,,,,
Tribology International,Q1,,,,,,
Scientific Data,Q1,,,,,,
Emerging Contaminants,Q1,,,,,,
Weather and Climate Extremes,Q1,,,,,,
GIScience & Remote Sensing,Q1,,,,,,
Neurotherapeutics,Q1,,,,,,
AMERICAN JOURNAL OF CLINICAL NUTRITION,Q1,,,,,,
Urban Climate,Q1,,,,,,
Plant Stress,Q1,,,,,,
APPLIED THERMAL ENGINEERING,Q1,,,,,,
International Journal of Bank Marketing,Q1,,,,,,
MICROBIOLOGICAL RESEARCH,Q1,,,,,,
Aging and Disease,Q1,,,,,,
ARCHIVES OF TOXICOLOGY,Q1,,,,,,
Applied Materials Today,Q1,,,,,,
APPLIED SURFACE SCIENCE,Q1,,,,,,
Cell Reports,Q1,,,,,,
Current Opinion in Psychology,Q1,,,,,,
BIODRUGS,Q1,,,,,,
ACS Polymers Au,Q1,,,,,,
Food Frontiers,Q1,,,,,,
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,Q1,,,,,,
Intelligent Medicine,Q1,,,,,,
Chemical Biology Letters,Q1,,,,,,
Current Opinion in Electrochemistry,Q1,,,,,,
Internet and Higher Education,Q1,,,,,,
RHINOLOGY,Q1,,,,,,
Autism in Adulthood,Q1,,,,,,
International Forum of Allergy & Rhinology,Q1,,,,,,
JOURNAL OF CLINICAL PERIODONTOLOGY,Q1,,,,,,
REVIEW OF ECONOMICS AND STATISTICS,Q1,,,,,,
JOURNAL OF UROLOGY,Q1,,,,,,
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,Q1,,,,,,
Alexandria Engineering Journal,Q1,,,,,,
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,Q1,,,,,,
Photoacoustics,Q1,,,,,,
POSTHARVEST BIOLOGY AND TECHNOLOGY,Q1,,,,,,
INFORMATION SCIENCES,Q1,,,,,,
JOURNAL OF MEDICINAL CHEMISTRY,Q1,,,,,,
JOURNAL OF ACCOUNTING & ECONOMICS,Q1,,,,,,
IEEE Journal of Biomedical and Health Informatics,Q1,,,,,,
METABOLIC ENGINEERING,Q1,,,,,,
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Q1,,,,,,
Electronic Markets,Q1,,,,,,
Journal of Geovisualization and Spatial Analysis,Q1,,,,,,
Alzheimers & Dementia-Translational Research & Clinical Interventions,Q1,,,,,,
Clinical and Translational Medicine,Q1,,,,,,
SOIL & TILLAGE RESEARCH,Q1,,,,,,
Current Opinion in Chemical Engineering,Q1,,,,,,
Innovative Food Science & Emerging Technologies,Q1,,,,,,
International Journal of Fatigue,Q1,,,,,,
ACM Transactions on Quantum Computing,Q1,,,,,,
BRITISH JOURNAL OF CANCER,Q1,,,,,,
Cleaner Logistics and Supply Chain,Q1,,,,,,
DECISION SUPPORT SYSTEMS,Q1,,,,,,
JOURNAL OF ORGANIZATIONAL BEHAVIOR,Q1,,,,,,
Internet Research,Q1,,,,,,
General Psychiatry,Q1,,,,,,
Journal of Intellectual Capital,Q1,,,,,,
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,Q3,,,,,,
Synthetic Biology,Q2,,,,,,
Welding in the World,Q2,,,,,,
Carbohydrate Research,Q2,,,,,,
Applied Sciences-Basel,Q2,,,,,,
BioMedicine-Taiwan,Q1,,,,,,
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,Q2,,,,,,
JOURNAL OF HUMAN NUTRITION AND DIETETICS,Q3,,,,,,
JOURNAL OF TEXTURE STUDIES,Q3,,,,,,
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,Q2,,,,,,
PROTOPLASMA,Q2,,,,,,
ACTA CARDIOLOGICA,Q2,,,,,,
Aerosol and Air Quality Research,Q3,,,,,,
FOOD TECHNOLOGY AND BIOTECHNOLOGY,Q3,,,,,,
International Journal of Applied Glass Science,Q2,,,,,,
Journal of Computational Electronics,Q2,,,,,,
Translational Gastroenterology and Hepatology,Q2,,,,,,
Advances in Production Engineering & Management,Q3,,,,,,
CURRENT MOLECULAR MEDICINE,Q3,,,,,,
INTERNATIONAL JOURNAL OF FRACTURE,Q2,,,,,,
International Journal of Interactive Design and Manufacturing - IJIDeM,Q3,,,,,,
Metals,Q2,,,,,,
Journal of Enterprising Communities-People and Places in the Global Economy,Q3,,,,,,
Journal of Infrared Millimeter and Terahertz Waves,Q2,,,,,,
Journal of Transportation Engineering Part B-Pavements,Q2,,,,,,
MOLECULAR BIOTECHNOLOGY,Q3,,,,,,
PROSTAGLANDINS & OTHER LIPID MEDIATORS,Q3,,,,,,
Proteomics Clinical Applications,Q3,,,,,,
Journal of Mountain Science,Q3,,,,,,
IET Intelligent Transport Systems,Q2,,,,,,
Integrating Materials and Manufacturing Innovation,Q3,,,,,,
International Journal of Distributed Sensor Networks,Q3,,,,,,
JOURNAL OF FOOD PROCESSING AND PRESERVATION,Q3,,,,,,
MARKETING LETTERS,Q3,,,,,,
NEW JOURNAL OF CHEMISTRY,Q3,,,,,,
SYSTEMS & CONTROL LETTERS,Q2,,,,,,
World Journal of Hepatology,Q2,,,,,,
Geotechnique Letters,Q2,,,,,,
JOURNAL OF ELECTRONIC MATERIALS,Q2,,,,,,
Rural and Remote Health,Q2,,,,,,
STEEL RESEARCH INTERNATIONAL,Q2,,,,,,
World Journal of Gastrointestinal Oncology,Q2,,,,,,
BIOTECHNIQUES,Q3,,,,,,
CHEMISTRY & BIODIVERSITY,Q3,,,,,,
Magnetochemistry,Q2,,,,,,
TRAFFIC,Q3,,,,,,
Architectural Engineering and Design Management,Q2,,,,,,
CELL BIOCHEMISTRY AND BIOPHYSICS,Q3,,,,,,
CURRENT DRUG TARGETS,Q3,,,,,,
JOURNAL OF BIOMATERIALS APPLICATIONS,Q3,,,,,,
Journal of Business-to-Business Marketing,Q3,,,,,,
IEEE TRANSACTIONS ON NANOTECHNOLOGY,Q2,,,,,,
Quantitative Plant Biology,Q2,,,,,,
TRANSFUSION MEDICINE REVIEWS,Q2,,,,,,
AIDS REVIEWS,Q2,,,,,,
CURRENT OPINION IN GASTROENTEROLOGY,Q2,,,,,,
Proceedings of the Institution of Civil Engineers-Engineering Sustainability,Q2,,,,,,
Qualitative Market Research,Q3,,,,,,
CURRENT ORGANIC SYNTHESIS,Q2,,,,,,
GENESIS,Q2,,,,,,
Harvard Data Science Review,Q1,,,,,,
INDIAN JOURNAL OF MEDICAL RESEARCH,Q1,,,,,,
International Journal of Design Creativity and Innovation,Q3,,,,,,
Planning Theory,Q2,,,,,,
Preventive Nutrition and Food Science,Q3,,,,,,
Oncologie,Q3,,,,,,
Advances in Building Energy Research,Q2,,,,,,
CHEMICAL PAPERS,Q3,,,,,,
Nano Express,Q3,,,,,,
Rheumatology and Immunology Research,Q2,,,,,,
SEMINARS IN ONCOLOGY,Q3,,,,,,
Sustainable Environment,Q3,,,,,,
ADVANCES IN POLYMER TECHNOLOGY,Q3,,,,,,
CEREAL CHEMISTRY,Q2,,,,,,
Gastroenterology Review-Przeglad Gastroenterologiczny,Q2,,,,,,
Industrial Robot-The International Journal of Robotics Research and Application,Q3,,,,,,
International Journal on Document Analysis and Recognition,Q3,,,,,,
Process Integration and Optimization for Sustainability,Q3,,,,,,
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,Q3,,,,,,
Journal of the Canadian Health Libraries Association,Q2,,,,,,
Physical Chemistry Research,Q3,,,,,,
Chinese Clinical Oncology,Q3,,,,,,
Immuno,Q3,,,,,,
Journal of Agricultural Engineering,Q2,,,,,,
PAST & PRESENT,Q1,,,,,,
Philosophy Compass,N/A,,,,,,
Journal of Contemporary China,Q1,,,,,,
ETHICS,Q1,,,,,,
SCIENCE AS CULTURE,Q1,,,,,,
JOURNAL OF PHONETICS,Q1,,,,,,
RIED-Revista Iberoamericana de Educacion a Distancia,Q1,,,,,,
Language Testing,Q1,,,,,,
JOURNAL OF INVERTEBRATE PATHOLOGY,Q1,,,,,,
Journal of Law and the Biosciences,Q1,,,,,,
SOCIAL NETWORKS,Q1,,,,,,
Police Quarterly,Q1,,,,,,
Analysis and Applications,Q1,,,,,,
European Journal of International Law,Q1,,,,,,
JOURNAL OF VOICE,Q1,,,,,,
International Journal of Architectural Heritage,Q2,,,,,,
IMA JOURNAL OF NUMERICAL ANALYSIS,Q1,,,,,,
TEACHING IN HIGHER EDUCATION,Q1,,,,,,
Applied Numerical Mathematics,Q1,,,,,,
MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,Q1,,,,,,
SCIENTIFIC STUDIES OF READING,Q1,,,,,,
International Journal of Legal Discourse,Q1,,,,,,
Innovative Higher Education,Q1,,,,,,
ZDM-Mathematics Education,Q1,,,,,,
JOURNAL OF HIGHER EDUCATION,Q1,,,,,,
Advances in Developing Human Resources,Q2,,,,,,
JOURNAL OF FURTHER AND HIGHER EDUCATION,Q1,,,,,,
Sexuality Research and Social Policy,Q1,,,,,,
CLINICS IN PERINATOLOGY,Q1,,,,,,
Homicide Studies,Q1,,,,,,
PREVENTIVE VETERINARY MEDICINE,Q1,,,,,,
Social Movement Studies,Q1,,,,,,
Acta Orthopaedica,Q2,,,,,,
AUSTRALIAN EDUCATIONAL RESEARCHER,Q1,,,,,,
INTERNATIONAL MIGRATION REVIEW,Q1,,,,,,
Myrmecological News,Q1,,,,,,
Journal of Higher Education Policy and Management,Q1,,,,,,
Journal of Information Technology & Politics,Q1,,,,,,
Advances in Life Course Research,Q1,,,,,,
Global Constitutionalism,Q1,,,,,,
Journal of Diversity in Higher Education,Q1,,,,,,
SOCIOLOGICAL REVIEW,Q1,,,,,,
ATTACHMENT & HUMAN DEVELOPMENT,Q2,,,,,,
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,Q2,,,,,,
Stata Journal,Q1,,,,,,
Psychology of Violence,Q1,,,,,,
Review of Economics and Political Science,Q1,,,,,,
JOURNAL OF HEALTH COMMUNICATION,Q1,,,,,,
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,Q1,,,,,,
DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,Q1,,,,,,
Hernia,Q1,,,,,,
JOURNAL OF ECONOMIC ENTOMOLOGY,Q1,,,,,,
RESEARCH IN NURSING & HEALTH,Q1,,,,,,
ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,Q1,,,,,,
INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,Q2,,,,,,
SCANDINAVIAN POLITICAL STUDIES,Q1,,,,,,
AMERICAN JOURNAL OF INFECTION CONTROL,Q2,,,,,,
Journal of Perinatology,Q1,,,,,,
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,Q1,,,,,,
Business and Politics,Q1,,,,,,
Cartography and Geographic Information Science,Q1,,,,,,
Cyberpsychology-Journal of Psychosocial Research on Cyberspace,Q1,,,,,,
Research on Child and Adolescent Psychopathology,Q2,,,,,,
European Annals of Otorhinolaryngology-Head and Neck Diseases,Q1,,,,,,
Physical Therapy in Sport,Q1,,,,,,
European Journal of Political Economy,Q1,,,,,,
Journal of Sports Science and Medicine,Q2,,,,,,
Review of Research in Education,Q1,,,,,,
Critical Policy Studies,Q1,,,,,,
Higher Education Policy,Q1,,,,,,
QUALITATIVE HEALTH RESEARCH,Q1,,,,,,
OCEANOLOGIA,Q2,,,,,,
Frontiers in Global Womens Health,Q1,,,,,,
International Journal of Retina and Vitreous,Q2,,,,,,
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,Q1,,,,,,
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,Q2,,,,,,
Odontology,Q2,,,,,,
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,Q1,,,,,,
Frontiers in Animal Science,Q1,,,,,,
Journal of Economic Inequality,Q2,,,,,,
PSYCHOSOMATIC MEDICINE,Q2,,,,,,
BMC Nephrology,Q2,,,,,,
Eye and Brain,Q2,,,,,,
HPB,Q1,,,,,,
Journal of Media Psychology-Theories Methods and Applications,Q1,,,,,,
Journal of Plastic Reconstructive and Aesthetic Surgery,Q1,,,,,,
Climate Change Economics,Q2,,,,,,
JOURNAL OF WOOD SCIENCE,Q1,,,,,,
BMC MUSCULOSKELETAL DISORDERS,Q2,,,,,,
Fishes,Q1,,,,,,
Journal of Pacific Rim Psychology,Q2,,,,,,
AUSTRALIAN DENTAL JOURNAL,Q2,,,,,,
Geriatric Nursing,Q1,,,,,,
Journal of Oral & Facial Pain and Headache,Q2,,,,,,
LEGISLATIVE STUDIES QUARTERLY,Q1,,,,,,
Media International Australia,Q1,,,,,,
Applications in Plant Sciences,Q2,,,,,,
COGNITIVE SCIENCE,Q2,,,,,,
JOURNAL OF ENVIRONMENTAL EDUCATION,Q1,,,,,,
Regional Studies Regional Science,Q1,,,,,,
Seminars in Vascular Surgery,Q1,,,,,,
GAIT & POSTURE,Q2,,,,,,
Journal of Racial and Ethnic Health Disparities,Q2,,,,,,
AIDS AND BEHAVIOR,Q2,,,,,,
Journal of Multidisciplinary Healthcare,Q2,,,,,,
Resuscitation Plus,Q1,,,,,,
AQUACULTURE INTERNATIONAL,Q2,,,,,,
BEHAVIOR MODIFICATION,Q2,,,,,,
JOURNAL OF CAREER DEVELOPMENT,Q2,,,,,,
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,Q2,,,,,,
Management Communication Quarterly,Q1,,,,,,
PHYSICAL REVIEW E,Q1,,,,,,
Hormones and Behavior,Q2,,,,,,
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,Q2,,,,,,
JOURNAL OF ADOLESCENT RESEARCH,Q2,,,,,,
JOURNAL OF PROPULSION AND POWER,Q2,,,,,,
HEALTH PROMOTION INTERNATIONAL,Q2,,,,,,
Joint Commission Journal on Quality and Patient Safety,Q2,,,,,,
Journal of Choice Modelling,Q2,,,,,,
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,Q2,,,,,,
WORLD ECONOMY,Q1,,,,,,
Clinical Neuropsychiatry,Q2,,,,,,
EUROPEAN ECONOMIC REVIEW,Q2,,,,,,
International Journal of Public Health,Q2,,,,,,
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,Q1,,,,,,
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,Q2,,,,,,
Substance Abuse,Q2,,,,,,
Epidemics,Q3,,,,,,
HEALTH ECONOMICS,Q2,,,,,,
Horticulture Environment and Biotechnology,Q2,,,,,,
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,Q2,,,,,,
Journal of the Chinese Medical Association,Q1,,,,,,
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,Q2,,,,,,
BMJ Neurology Open,Q3,,,,,,
Surgical Oncology Clinics of North America,Q1,,,,,,
Journal of Empirical Finance,Q2,,,,,,
JOURNAL OF GASTROINTESTINAL SURGERY,Q1,,,,,,
Journal of Trauma & Dissociation,Q2,,,,,,
Preventive Medicine Reports,Q2,,,,,,
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,Q2,,,,,,
Echo Research and Practice,Q2,,,,,,
LEARNED PUBLISHING,Q2,,,,,,
MOLECULAR AND CELLULAR NEUROSCIENCE,Q3,,,,,,
Regional Studies in Marine Science,Q1,,,,,,
ALGAE,Q1,,,,,,
Clinical Gerontologist,Q2,,,,,,
Global Knowledge Memory and Communication,Q2,,,,,,
in silico Plants,Q2,,,,,,
JBMR Plus,Q3,,,,,,
Medicina-Lithuania,Q1,,,,,,
SoftwareX,Q2,,,,,,
THERAPEUTIC DRUG MONITORING,Q2,,,,,,
AGING & MENTAL HEALTH,Q2,,,,,,
Asian Journal of Urology,Q2,,,,,,
Crystals,Q2,,,,,,
European Biophysics Journal,Q3,,,,,,
GENE,Q3,,,,,,
MATHEMATICAL FINANCE,Q2,,,,,,
Parasite,Q2,,,,,,
Plant Reproduction,Q2,,,,,,
SURGICAL ONCOLOGY-OXFORD,Q1,,,,,,
AoB Plants,Q2,,,,,,
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,Q2,,,,,,
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,Q2,,,,,,
JOURNAL OF ADVERTISING RESEARCH,Q1,,,,,,
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,Q2,,,,,,
JOURNAL OF NONDESTRUCTIVE EVALUATION,Q2,,,,,,
Parasite Epidemiology and Control,Q2,,,,,,
VIROLOGY,Q3,,,,,,
CANADIAN FAMILY PHYSICIAN,Q1,,,,,,
Clinical Psychology in Europe,Q2,,,,,,
CRITICAL CARE CLINICS,Q2,,,,,,
LASERS IN MEDICAL SCIENCE,Q1,,,,,,
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,Q2,,,,,,
International Journal of Economic Sciences,Q2,,,,,,
JOURNAL OF HOUSING ECONOMICS,Q2,,,,,,
Mental Health & Prevention,Q2,,,,,,
Prospects in Pharmaceutical Sciences,Q3,,,,,,
TOXICON,Q3,,,,,,
Noise Mapping,Q2,,,,,,
PeerJ,Q2,,,,,,
Substance Abuse-Research and Treatment,Q2,,,,,,
Infectious Disease Reports,Q3,,,,,,
JOURNAL OF ASIAN EARTH SCIENCES,Q2,,,,,,
PARASITOLOGY,Q2,,,,,,
PharmaNutrition,Q3,,,,,,
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,Q1,,,,,,
Dose-Response,Q2,,,,,,
ENERGY JOURNAL,Q2,,,,,,
JOURNAL OF ECOTOURISM,Q2,,,,,,
Leisure Studies,Q2,,,,,,
Toxin Reviews,Q3,,,,,,
JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,Q3,,,,,,
American Journal of Mens Health,Q2,,,,,,
Brain Imaging and Behavior,Q3,,,,,,
ERGONOMICS,Q2,,,,,,
JBJS Reviews,Q1,,,,,,
AMERICAN JOURNAL OF HEALTH PROMOTION,Q2,,,,,,
Cognitive Systems Research,Q2,,,,,,
Informatics for Health & Social Care,Q2,,,,,,
Journal of Business Finance & Accounting,Q2,,,,,,
METEORITICS & PLANETARY SCIENCE,Q2,,,,,,
NEUROLOGICAL SCIENCES,Q3,,,,,,
BioPsychoSocial Medicine,Q2,,,,,,
Geomechanics and Engineering,Q2,,,,,,
Hydrology Research,Q2,,,,,,
Journal of Organometallic Chemistry,Q2,,,,,,
Pleura and Peritoneum,Q1,,,,,,
URBAN ECOSYSTEMS,Q2,,,,,,
Advances in Biological Regulation,Q3,,,,,,
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,Q3,,,,,,
Bioinformatics and Biology Insights,Q3,,,,,,
Comparative Biochemistry and Physiology D-Genomics & Proteomics,Q3,,,,,,
EUROPEAN JOURNAL OF NEUROSCIENCE,Q3,,,,,,
Geoheritage,Q2,,,,,,
Geoscience Data Journal,Q2,,,,,,
International Journal for Numerical Methods in Biomedical Engineering,Q2,,,,,,
JOURNAL OF FOOD PRODUCTS MARKETING,Q3,,,,,,
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,Q2,,,,,,
Rangeland Ecology & Management,Q2,,,,,,
CLINICAL ENDOCRINOLOGY,Q3,,,,,,
Eng,Q2,,,,,,
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,Q1,,,,,,
International Journal of Disclosure and Governance,Q3,,,,,,
PLANT CELL TISSUE AND ORGAN CULTURE,Q2,,,,,,
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,Q3,,,,,,
Gender Issues,Q2,,,,,,
JOURNAL OF BIOMECHANICS,Q3,,,,,,
Journal of Cotton Research,Q2,,,,,,
JOURNAL OF ULTRASOUND IN MEDICINE,Q2,,,,,,
PLANT PATHOLOGY,Q2,,,,,,
WMU Journal of Maritime Affairs,Q3,,,,,,
CEREBELLUM,Q3,,,,,,
JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,,,,,,
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,Q2,,,,,,
WEB ECOLOGY,Q2,,,,,,
ANNALS OF HEMATOLOGY,Q2,,,,,,
ENVIRONMENT AND URBANIZATION,Q2,,,,,,
Journal of Chinese Human Resources Management,Q3,,,,,,
Maritime Business Review,Q3,,,,,,
Telecom,Q3,,,,,,
Zdravstveno Varstvo,Q2,,,,,,
International Journal of Cross Cultural Management,Q3,,,,,,
JOURNAL OF ECONOMIC STUDIES,Q2,,,,,,
Journal of Hydrology and Hydromechanics,Q2,,,,,,
JOURNAL OF VIBRATION AND CONTROL,Q2,,,,,,
JOURNAL OF WATER AND HEALTH,Q3,,,,,,
KOREAN JOURNAL OF INTERNAL MEDICINE,Q1,,,,,,
MULTIBODY SYSTEM DYNAMICS,Q2,,,,,,
AMINO ACIDS,Q3,,,,,,
Clinics,Q1,,,,,,
Clinics and Research in Hepatology and Gastroenterology,Q3,,,,,,
Entertainment Computing,Q2,,,,,,
International Journal of Educational Management,Q3,,,,,,
JOURNAL OF HETEROCYCLIC CHEMISTRY,Q2,,,,,,
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,Q3,,,,,,
WEED RESEARCH,Q2,,,,,,
FIRE TECHNOLOGY,Q2,,,,,,
International Journal of Interactive Multimedia and Artificial Intelligence,Q3,,,,,,
Molecular Imaging,Q2,,,,,,
SOLAR PHYSICS,Q2,,,,,,
Biomicrofluidics,Q2,,,,,,
EUROPEAN NEUROLOGY,Q3,,,,,,
IEEE Photonics Journal,Q3,,,,,,
IEEE Journal of the Electron Devices Society,Q3,,,,,,
International Journal of Urban Sustainable Development,Q3,,,,,,
Journal of Vibration Engineering & Technologies,Q2,,,,,,
Surface Topography-Metrology and Properties,Q2,,,,,,
Cancer Treatment and Research Communications,Q3,,,,,,
CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION,Q2,,,,,,
