期刊名称,2025分区,Top
MONTHLY WEATHER REVIEW,3,\
MonTI,3,\
MONUMENTA NIPPONICA,4,\
Monumenta Serica-Journal of Oriental Studies,4,\
Moral Philosophy and Politics,3,\
Moravian Geographical Reports,3,\
MOREANA,4,\
Moroccan Journal of Chemistry,4,\
Morphology,1,Yes
Mortality,4,\
Moscow Mathematical Journal,4,\
Moscow University Chemistry Bulletin,4,\
Moscow University Geology Bulletin,4,\
Moscow University Mathematics Bulletin,4,\
Moscow University Mechanics Bulletin,4,\
Moscow University Physics Bulletin,4,\
MOTIVATION AND EMOTION,3,\
Motivation Science,2,\
MOTOR CONTROL,4,\
MOUNTAIN RESEARCH AND DEVELOPMENT,4,\
Mouseion-Journal of the Classical Association of Canada,4,\
Moussons-Recherche en Sciences Humaines sur l Asie du Sud-Est,4,\
MOUVEMENT SOCIAL,4,\
Movement Disorders Clinical Practice,4,\
MOVEMENT DISORDERS,1,Yes
Movement Ecology,1,Yes
Movimento,4,\
Moving Image,4,\
MOYEN AGE,3,\
MRS Advances,4,\
MRS BULLETIN,3,\
MRS Communications,4,\
MRS Energy & Sustainability,4,\
MSKMuskuloskelettale Physiotherapie,4,\
mSphere,2,\
mSystems,2,\
Mucosal Immunology,2,\
Muenster Journal of Mathematics,3,\
Multiagent and Grid Systems,4,\
MULTIBODY SYSTEM DYNAMICS,2,\
Multicultural Education Review,3,\
Multicultural Perspectives,4,\
Multicultural Shakespeare-Translation Appropriation and Performance,4,\
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,4,\
Multidisciplinary Journal for Education Social and Technological Sciences,4,\
Multidisciplinary Respiratory Medicine,4,\
Multidiscipline Modeling in Materials and Structures,4,\
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,2,Yes
MULTIMEDIA SYSTEMS,4,\
Multimodal Technologies and Interaction,3,\
Multinational Business Review,4,\
Multiple Sclerosis and Related Disorders,3,\
Multiple Sclerosis Journal-Experimental Translational and Clinical,4,\
Multiple Sclerosis Journal,2,\
Multiscale and Multidisciplinary Modeling Experiments and Design,4,\
MULTISCALE MODELING & SIMULATION,3,\
Multisensory Research,4,\
MULTIVARIATE BEHAVIORAL RESEARCH,3,\
Mundo Agrario,4,\
Mundo Amazonico,4,\
Mundo da Saude,4,\
Mundo Eslavo-Journal of Slavic Studies,4,\
Muqarnas-An Annual on the Visual Cultures of the Islamic World,1,Yes
MUSCLE & NERVE,3,\
Musculoskeletal Care,4,\
Musculoskeletal Science and Practice,3,\
MUSEOLOGIA SCIENTIFICA,4,\
Museon,4,\
Museum Anthropology,3,\
Museum History Journal,4,\
MUSEUM INTERNATIONAL,4,\
Museum Management and Curatorship,1,Yes
Museum Worlds,3,\
Museums & Social Issues-A Journal of Reflective Discourse,1,Yes
MUSIC & LETTERS,1,Yes
MUSIC ANALYSIS,1,Yes
Music Education Research,3,\
MUSIC EDUCATORS JOURNAL,4,\
MUSIC PERCEPTION,2,\
Music Sound and the Moving Image,2,\
Music Theory Online,2,\
MUSIC THEORY SPECTRUM,1,Yes
Music Therapy Perspectives,4,\
Musica Hodie,4,\
Musica Oral del Sur,4,\
MUSICAE SCIENTIAE,1,Yes
MUSICAL QUARTERLY,3,\
MUSICAL TIMES,3,\
Musicologica Brunensia,4,\
Musicologist,2,\
Musicology Australia,1,Yes
Musicology Today,3,\
MUSIK IN BAYERN,4,\
MUSIK UND KIRCHE,4,\
MUSIKFORSCHUNG,4,\
MUSIKTHEORIE,3,\
MUSLIM WORLD,3,\
MUTAGENESIS,4,\
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,4,\
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,4,\
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,2,\
MUTTERSPRACHE,4,\
Muzeologia a Kulturne Dedicstvo-Museology and Cultural Heritage,3,\
Muziki-Journal of Music Research in Africa,3,\
Muzikologija-Musicology,2,\
Muzikoloski Zbornik,3,\
MYCOBIOLOGY,4,\
MycoKeys,2,\
MYCOLOGIA,2,\
MYCOLOGICAL PROGRESS,3,\
Mycology-An International Journal On Fungal Biology,2,\
MYCOPATHOLOGIA,2,\
MYCORRHIZA,2,\
MYCOSCIENCE,4,\
MYCOSES,2,\
Mycosphere,1,Yes
Mycotoxin Research,4,\
Myrmecological News,2,\
Myrtia,4,\
NACC-Nova Acta Cientifica Compostelana Bioloxia,4,\
Nafta-Gaz,4,\
Nagoya Journal of Medical Science,4,\
NAGOYA MATHEMATICAL JOURNAL,2,\
Naharaim,4,\
NAIS-Native American and Indigenous Studies Association,3,\
Names-A Journal of Onomastics,3,\
Nan Nu-Men Women and Gender in China,4,\
Nankai Business Review International,4,\
Nano Communication Networks,4,\
Nano Convergence,2,\
Nano Energy,2,Yes
Nano Express,4,\
Nano Futures,4,\
Nano Hybrids and Composites,4,\
NANO LETTERS,2,Yes
Nano LIFE,4,\
Nano Materials Science,1,Yes
Nano Research Energy,1,Yes
Nano Research,1,Yes
Nano Select,4,\
Nano Today,2,Yes
Nano-Micro Letters,1,Yes
NANO,4,\
Nanobiotechnology Reports,4,\
Nanocomposites,3,\
NanoEthics,4,\
Nanofabrication,4,\
NanoImpact,3,\
Nanomanufacturing and Metrology,4,\
Nanomaterials and Energy,4,\
Nanomaterials and Nanotechnology,4,\
Nanomaterials,3,\
Nanomedicine Journal,4,\
Nanomedicine-Nanotechnology Biology and Medicine,3,\
Nanomedicine,4,\
Nanophotonics,2,\
Nanoscale Advances,3,\
Nanoscale and Microscale Thermophysical Engineering,4,\
Nanoscale Horizons,2,\
Nanoscale,3,\
Nanoscience and Technology-An International Journal,4,\
Nanosystems-Physics Chemistry Mathematics,4,\
Nanotechnologies in Construction-A Scientific Internet-Journal,4,\
Nanotechnology and Precision Engineering,3,\
Nanotechnology Reviews,3,\
Nanotechnology Science and Applications,4,\
NANOTECHNOLOGY,4,\
Nanotoxicology,4,\
NAR Cancer,4,\
NAR Genomics and Bioinformatics,4,\
Narrative Culture,4,\
NARRATIVE INQUIRY,3,\
Narrative Works-Issues Investigations & Interventions,4,\
NARRATIVE,3,\
Nase More,4,\
Nashim-A Journal of Jewish Womens Studies & Gender Issues,4,\
Naslede,4,\
NATION,4,\
NATIONAL ACADEMY SCIENCE LETTERS-INDIA,4,\
National Accounting Review,2,\
NATIONAL IDENTITIES,3,\
National Institute Economic Review,4,\
NATIONAL MEDICAL JOURNAL OF INDIA,4,\
National Science Review,1,Yes
National Taiwan University Law Review,4,\
NATIONAL TAX JOURNAL,3,\
Nationalism and Ethnic Politics,3,\
Nationalities Papers-The Journal of Nationalism and Ethnicity,3,\
Nations and Nationalism,2,\
Nativa,4,\
NATURAL AREAS JOURNAL,4,\
Natural Computing,4,\
Natural Gas Industry B,2,\
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2,\
Natural Hazards Review,4,\
NATURAL HAZARDS,3,\
NATURAL HISTORY,4,\
NATURAL LANGUAGE & LINGUISTIC THEORY,2,Yes
Natural Language Engineering,4,\
Natural Language Semantics,2,\
Natural Product Communications,4,\
NATURAL PRODUCT REPORTS,1,Yes
NATURAL PRODUCT RESEARCH,3,\
Natural Products and Bioprospecting,2,\
Natural Products Journal,4,\
NATURAL RESOURCE MODELING,4,\
NATURAL RESOURCES FORUM,4,\
NATURAL RESOURCES JOURNAL,4,\
Natural Resources Research,2,\
Natural Sciences,4,\
Nature + Culture,4,\
Nature Aging,1,Yes
Nature and Science of Sleep,3,\
Nature Astronomy,1,Yes
Nature Biomedical Engineering,1,Yes
NATURE BIOTECHNOLOGY,1,Yes
Nature Cancer,1,Yes
Nature Cardiovascular Research,1,Yes
Nature Catalysis,1,Yes
NATURE CELL BIOLOGY,1,Yes
Nature Chemical Biology,1,Yes
Nature Chemistry,1,Yes
Nature Climate Change,1,Yes
Nature Communications,1,Yes
Nature Computational Science,1,Yes
Nature Conservation Research,4,\
Nature Conservation-Bulgaria,3,\
Nature Ecology & Evolution,1,Yes
Nature Electronics,1,Yes
Nature Energy,1,Yes
Nature Food,1,Yes
NATURE GENETICS,1,Yes
Nature Geoscience,1,Yes
Nature Human Behaviour,1,Yes
NATURE IMMUNOLOGY,1,Yes
Nature Machine Intelligence,1,Yes
NATURE MATERIALS,1,Yes
NATURE MEDICINE,1,Yes
Nature Metabolism,1,Yes
NATURE METHODS,1,Yes
Nature Microbiology,1,Yes
Nature Nanotechnology,1,Yes
NATURE NEUROSCIENCE,1,Yes
Nature Photonics,1,Yes
Nature Physics,1,Yes
Nature Plants,1,Yes
Nature Protocols,2,Yes
NATURE REVIEWS CANCER,1,Yes
Nature Reviews Cardiology,1,Yes
Nature Reviews Chemistry,1,Yes
Nature Reviews Clinical Oncology,1,Yes
Nature Reviews Disease Primers,1,Yes
NATURE REVIEWS DRUG DISCOVERY,1,Yes
Nature Reviews Earth & Environment,1,Yes
Nature Reviews Endocrinology,1,Yes
Nature Reviews Gastroenterology & Hepatology,1,Yes
NATURE REVIEWS GENETICS,1,Yes
NATURE REVIEWS IMMUNOLOGY,1,Yes
Nature Reviews Materials,1,Yes
Nature Reviews Methods Primers,1,Yes
NATURE REVIEWS MICROBIOLOGY,1,Yes
NATURE REVIEWS MOLECULAR CELL BIOLOGY,1,Yes
Nature Reviews Nephrology,1,Yes
Nature Reviews Neurology,1,Yes
NATURE REVIEWS NEUROSCIENCE,1,Yes
Nature Reviews Physics,1,Yes
Nature Reviews Psychology,1,Yes
Nature Reviews Rheumatology,1,Yes
Nature Reviews Urology,1,Yes
NATURE STRUCTURAL & MOLECULAR BIOLOGY,1,Yes
Nature Sustainability,1,Yes
Nature Synthesis,1,Yes
NATURE,1,Yes
Nauchnye i Tekhnicheskie Biblioteki-Scientific and Technical Libraries,4,\
Nauchnyi Dialog,4,\
Nauka i Tehnologii Truboprovodnogo Transporta Nefti i Nefteproduktov-Science & Technologies-Oil and Oil Products Pipeline Transportation,4,\
Nauka Televideniya-The Art and Science of Television,4,\
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,4,\
Nauplius,4,\
NAUTILUS,4,\
NAVAL ENGINEERS JOURNAL,4,\
NAVAL RESEARCH LOGISTICS,4,\
Naval War College Review,4,\
Navigation-Journal of the Institute of Navigation,3,\
Navigator-Subsidios para a Historia Maritima do Brasil,4,\
Navus-Revista de Gestao e Tecnologia,4,\
Nawpa Pacha,1,Yes
Nazariyat-Journal for the History of Islamic Philosophy and Sciences,4,\
NBER Macroeconomics Annual,1,Yes
NDT & E INTERNATIONAL,2,\
NEAR EASTERN ARCHAEOLOGY,3,\
Near Surface Geophysics,4,\
NEFROLOGIA,4,\
Negotiation and Conflict Management Research,4,\
NEGOTIATION JOURNAL,4,\
Neizvestnyi Dostoevskii-The Unknown Dostoevsky,2,\
NEMATOLOGY,4,\
NEMATROPICA,4,\
Neo-Victorian Studies,4,\
NeoBiota,2,\
NEOHELICON,3,\
Neonatal Network,4,\
Neonatology,3,\
NEOPHILOLOGUS,3,\
NEOPLASIA,2,\
NEOPLASMA,4,\
Neotestamentica,4,\
Neotropical Biodiversity,4,\
Neotropical Biology and Conservation,4,\
NEOTROPICAL ENTOMOLOGY,3,\
Neotropical Ichthyology,3,\
Nepal Journal of Epidemiology,4,\
Nepalese Heart Journal,4,\
Nepalese Journal of Ophthalmology,4,\
Nephrologie & Therapeutique,4,\
Nephrologie,4,\
NEPHROLOGY DIALYSIS TRANSPLANTATION,2,\
Nephrology Nursing Journal,4,\
NEPHROLOGY,4,\
NEPHRON,4,\
NERVENARZT,4,\
Netherlands Heart Journal,4,\
Netherlands International Law Review,3,\
Netherlands Journal of Critical Care,4,\
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,4,\
Netherlands Quarterly of Human Rights,2,\
Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek,3,\
Netnomics,4,\
Network Modeling and Analysis in Health Informatics and Bioinformatics,4,\
Network Neuroscience,4,\
Network Science,4,\
NETWORK-COMPUTATION IN NEURAL SYSTEMS,4,\
NETWORKS & SPATIAL ECONOMICS,3,\
Networks and Heterogeneous Media,4,\
NETWORKS,4,\
NEUE RUNDSCHAU,4,\
NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE,4,\
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,4,\
NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN,4,\
NEUPHILOLOGISCHE MITTEILUNGEN,4,\
NEURAL COMPUTATION,4,\
Neural Development,2,\
Neural Network World,4,\
NEURAL NETWORKS,2,Yes
NEURAL PLASTICITY,3,\
NEURAL PROCESSING LETTERS,4,\
Neural Regeneration Research,2,\
Neuro-Oncology Advances,3,\
Neuro-Oncology Practice,4,\
NEURO-ONCOLOGY,1,Yes
NEURO-OPHTHALMOLOGY,4,\
NEUROBIOLOGY OF AGING,3,\
NEUROBIOLOGY OF DISEASE,2,Yes
Neurobiology of Language,1,Yes
NEUROBIOLOGY OF LEARNING AND MEMORY,4,\
Neurobiology of Stress,2,\
NEUROCASE,4,\
Neurochemical Journal,4,\
NEUROCHEMICAL RESEARCH,3,\
NEUROCHEMISTRY INTERNATIONAL,3,\
Neurochirurgie,4,\
NEUROCIRUGIA,4,\
NEUROCOMPUTING,2,\
Neurocritical Care,2,\
Neurodegenerative Disease Management,4,\
Neurodegenerative Diseases,4,\
NEUROENDOCRINOLOGY LETTERS,4,\
NEUROENDOCRINOLOGY,3,\
NEUROEPIDEMIOLOGY,3,\
Neuroethics,3,\
NEUROGASTROENTEROLOGY AND MOTILITY,3,\
NEUROGENETICS,4,\
Neurohospitalist,4,\
NeuroImage-Clinical,2,\
NEUROIMAGE,2,Yes
NEUROIMAGING CLINICS OF NORTH AMERICA,4,\
NEUROIMMUNOMODULATION,4,\
NEUROINFORMATICS,4,\
Neurointervention,4,\
Neurologia i Neurochirurgia Polska,4,\
NEUROLOGIA MEDICO-CHIRURGICA,4,\
NEUROLOGIA,4,\
NEUROLOGIC CLINICS,3,\
Neurological Research and Practice,3,\
NEUROLOGICAL RESEARCH,4,\
Neurological Sciences and Neurophysiology,4,\
NEUROLOGICAL SCIENCES,4,\
NEUROLOGIST,4,\
Neurology and Clinical Neuroscience,4,\
Neurology and Therapy,3,\
Neurology Asia,4,\
NEUROLOGY INDIA,4,\
Neurology International,3,\
Neurology Research International,4,\
Neurology-Clinical Practice,4,\
Neurology-Genetics,3,\
Neurology-Neuroimmunology & Neuroinflammation,1,Yes
NEUROLOGY,1,Yes
NEUROMODULATION,3,\
NEUROMOLECULAR MEDICINE,4,\
Neuromorphic Computing and Engineering,3,\
NEUROMUSCULAR DISORDERS,4,\
Neuron,1,Yes
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,2,\
NEUROPATHOLOGY,4,\
NEUROPEDIATRICS,4,\
Neuropeptides,4,\
NEUROPHARMACOLOGY,2,\
Neurophotonics,2,\
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,3,\
NEUROPHYSIOLOGY,4,\
Neuropsychiatria i Neuropsychologia,4,\
Neuropsychiatric Disease and Treatment,3,\
NEUROPSYCHIATRIE,4,\
NEUROPSYCHOBIOLOGY,4,\
Neuropsychologia,3,\
NEUROPSYCHOLOGICAL REHABILITATION,4,\
Neuropsychological Trends,4,\
NEUROPSYCHOLOGY REVIEW,1,Yes
NEUROPSYCHOLOGY,3,\
Neuropsychopharmacology Reports,4,\
NEUROPSYCHOPHARMACOLOGY,2,Yes
Neuroradiology Journal,4,\
NEURORADIOLOGY,3,\
NEUROREHABILITATION AND NEURAL REPAIR,2,\
NEUROREHABILITATION,4,\
NEUROREPORT,4,\
NeuroSci,4,\
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,1,Yes
Neuroscience Bulletin,2,\
Neuroscience Insights,4,\
NEUROSCIENCE LETTERS,4,\
Neuroscience of Consciousness,4,\
NEUROSCIENCE RESEARCH,4,\
NEUROSCIENCE,4,\
Neurosciences,4,\
NEUROSCIENTIST,3,\
Neurosonology and Cerebral Hemodynamics,4,\
Neurospine,1,Yes
NEUROSURGERY CLINICS OF NORTH AMERICA,3,\
NEUROSURGERY,2,Yes
Neurosurgical Focus,2,\
NEUROSURGICAL REVIEW,3,\
Neurotherapeutics,2,\
NEUROTOXICITY RESEARCH,4,\
NEUROTOXICOLOGY AND TERATOLOGY,4,\
NEUROTOXICOLOGY,3,\
Neurotrauma Reports,4,\
NEUROUROLOGY AND URODYNAMICS,3,\
New Armenian Medical Journal,4,\
NEW ASTRONOMY REVIEWS,2,\
NEW ASTRONOMY,4,\
New Bioethics-A Multidisciplinary Journal of Biotechnology and the Body,3,\
New Biotechnology,2,\
New Blackfriars,4,\
NEW CARBON MATERIALS,3,\
New Contree,4,\
New Directions for Child and Adolescent Development,3,\
NEW ENGLAND JOURNAL OF MEDICINE,1,Yes
NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,4,\
NEW ENGLAND REVIEW-MIDDLEBURY SERIES,4,\
NEW FORESTS,3,\
NEW GENERATION COMPUTING,4,\
NEW GENETICS AND SOCIETY,4,\
NEW GERMAN CRITIQUE,2,\
New Global Studies,3,\
New Horizons in Adult Education and Human Resource Development,4,\
NEW IDEAS IN PSYCHOLOGY,3,\
NEW JOURNAL OF CHEMISTRY,3,\
New Journal of European Criminal Law,3,\
NEW JOURNAL OF PHYSICS,3,\
NEW LEFT REVIEW,2,\
NEW LITERARY HISTORY,2,\
New Materials Compounds and Applications,4,\
New Mathematics and Natural Computation,4,\
NEW MEDIA & SOCIETY,1,Yes
New Medit,4,\
NEW MEXICO HISTORICAL REVIEW,4,\
New Microbes and New Infections,4,\
New Microbiologica,4,\
New Perspectives on Turkey,3,\
New Perspectives,3,\
NEW PHYTOLOGIST,1,Yes
NEW POLITICAL ECONOMY,1,Yes
New Political Science,4,\
New Proposals-Journal of Marxism and Interdisciplinary Inquiry,4,\
New Review of Academic Librarianship,4,\
New Review of Film and Television Studies,2,\
New Review of Hypermedia and Multimedia,3,\
New Solutions-A Journal of Environmental and Occupational Health Policy,4,\
New Space-The Journal of Space Entrepreneurship and Innovation,4,\
NEW TECHNOLOGY WORK AND EMPLOYMENT,2,\
NEW TESTAMENT STUDIES,2,\
NEW THEATRE QUARTERLY,2,\
New Writing-The International Journal for the Practice and Theory of Creative Writing,4,\
NEW YORK HISTORY,4,\
New York Journal of Mathematics,4,\
NEW YORK UNIVERSITY LAW REVIEW,2,\
New Zealand Economic Papers,4,\
NEW ZEALAND ENTOMOLOGIST,4,\
New Zealand Geographer,4,\
NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,4,\
NEW ZEALAND JOURNAL OF BOTANY,4,\
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,4,\
NEW ZEALAND JOURNAL OF ECOLOGY,4,\
NEW ZEALAND JOURNAL OF EDUCATIONAL STUDIES,4,\
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,3,\
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,4,\
NEW ZEALAND JOURNAL OF HISTORY,4,\
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,4,\
NEW ZEALAND JOURNAL OF PSYCHOLOGY,4,\
NEW ZEALAND JOURNAL OF ZOOLOGY,4,\
NEW ZEALAND MEDICAL JOURNAL,4,\
NEW ZEALAND VETERINARY JOURNAL,4,\
Newman Studies Journal,4,\
NEWSLETTERS ON STRATIGRAPHY,3,\
Nexo Revista Cientifica,4,\
Nexus Network Journal,3,\
NFS Journal,3,\
NICOTINE & TOBACCO RESEARCH,3,\
Nigerian Journal of Basic and Clinical Sciences,4,\
Nigerian Journal of Clinical Practice,4,\
Nigerian Postgraduate Medical Journal,4,\
NIHON REOROJI GAKKAISHI,4,\
NINETEENTH CENTURY MUSIC,2,\
Nineteenth-Century Art Worldwide,4,\
Nineteenth-Century Contexts-An Interdisciplinary Journal,3,\
NINETEENTH-CENTURY FRENCH STUDIES,4,\
NINETEENTH-CENTURY LITERATURE,3,\
Nineteenth-Century Music Review,3,\
NIPPON SUISAN GAKKAISHI,4,\
NISPAcee Journal of Public Administration and Policy,4,\
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,3,\
Nitrogen,4,\
NJ-Drama Australia Journal,3,\
NJAS-Impact in Agricultural and Life Sciences,3,\
Nka-Journal of Contemporary African Art,4,\
NMIMS Management Review,4,\
NMR IN BIOMEDICINE,4,\
Nobel Medicus,4,\
NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,4,\
Nodo,4,\
Noema-Rivista Online di Filosofia,4,\
Noesis-Revista de Ciencias Sociales y Humanidades,4,\
Noise & Health,4,\
NOISE CONTROL ENGINEERING JOURNAL,4,\
Noise Mapping,4,\
NOMADIC PEOPLES,4,\
Non-coding RNA Research,2,\
Non-Coding RNA,3,\
Nondestructive Testing and Evaluation,2,\
Nonlinear Analysis-Hybrid Systems,3,\
Nonlinear Analysis-Modelling and Control,3,\
NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,3,\
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,3,\
Nonlinear Dynamics Psychology and Life Sciences,4,\
NONLINEAR DYNAMICS,2,\
Nonlinear Engineering - Modeling and Application,4,\
Nonlinear Optics Quantum Optics-Concepts in Modern Optics,4,\
Nonlinear Phenomena in Complex Systems,4,\
NONLINEAR PROCESSES IN GEOPHYSICS,4,\
NONLINEARITY,2,\
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,2,\
Nonprofit Management & Leadership,2,\
Nonprofit Policy Forum,3,\
NORA-Nordic Journal of Feminist and Gender Research,4,\
Nordeuropa Forum-Zeitschrift fur Kulturstudien,4,\
Nordic Concrete Research,4,\
NORDIC JOURNAL OF BOTANY,4,\
Nordic Journal of Digital Literacy,4,\
Nordic Journal of Human Rights,4,\
Nordic Journal of Linguistics,4,\
Nordic Journal of Migration Research,4,\
Nordic Journal of Music Therapy,4,\
NORDIC JOURNAL OF PSYCHIATRY,4,\
Nordic Journal of Religion and Society,4,\
Nordic Journal of Working Life Studies,4,\
Nordic Psychology,4,\
NORDIC PULP & PAPER RESEARCH JOURNAL,4,\
Nordic Social Work Research,4,\
Nordic Studies on Alcohol and Drugs,4,\
Nordic Theatre Studies,4,\
Nordicom Review,2,\
Nordisk Judaistik-Scandinavian Jewish Studies,4,\
Nordisk Sygeplejeforskning-Nordic Nursing Research,4,\
NORMA,2,\
Noropsikiyatri Arsivi-Archives of Neuropsychiatry,4,\
Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,4,\
North American Actuarial Journal,4,\
NORTH AMERICAN ARCHAEOLOGIST,4,\
NORTH AMERICAN JOURNAL OF AQUACULTURE,4,\
North American Journal of Economics and Finance,3,\
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,4,\
NORTH AMERICAN REVIEW,4,\
North-Western Journal of Zoology,4,\
NORTHEASTERN NATURALIST,4,\
Northern Clinics of Istanbul,4,\
NORTHERN HISTORY,3,\
Northern Review,4,\
Northern Scotland,4,\
NORTHWEST SCIENCE,4,\
Northwestern Journal of International Law & Business,4,\
NORTHWESTERN UNIVERSITY LAW REVIEW,2,\
Norwegian Archaeological Review,2,\
NORWEGIAN JOURNAL OF GEOLOGY,4,\
NOTA LEPIDOPTEROLOGICA,4,\
Notarzt,4,\
Note di Matematica,4,\
NOTES AND QUERIES,4,\
Notes and Records-The Royal Society Journal of the History of Science,3,\
Notes on Number Theory and Discrete Mathematics,4,\
NOTES,2,\
Notfall & Rettungsmedizin,4,\
NOTORNIS,4,\
Notre Dame Journal of Formal Logic,3,\
NOTRE DAME LAW REVIEW,3,\
NOTTINGHAM FRENCH STUDIES,4,\
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,4,\
NOUS,1,Yes
Nouvelle Revue du Travail,4,\
NOUVELLE REVUE FRANCAISE,4,\
Nova et Vetera-English Edition,4,\
NOVA HEDWIGIA,4,\
Nova Prisutnost,4,\
Nova Religio-Journal of Alternative and Emergent Religions,3,\
Novedades en Poblacion,4,\
Noveishaya Istoriya Rossii-Modern History of Russia,4,\
NOVEL-A FORUM ON FICTION,3,\
NOVITATES CARIBAEA,4,\
Novoe Literaturnoe Obozrenie,4,\
NOVON,4,\
Novos Cadernos NAEA,4,\
Novum Jus,4,\
NOVUM TESTAMENTUM,2,\
Novye Issledovaniya Tuvy-New Research of Tuva,2,Yes
Novyi Filologicheskii Vestnik-New Philological Bulletin,3,\
Novyi Istoricheskii Vestnik-The New Historical Bulletin,4,\
NOVYI MIR,4,\
NOWELE-North-Western European Language Evolution,4,\
NPG Asia Materials,2,\
npj 2D Materials and Applications,2,\
npj Aging,2,\
npj Biofilms and Microbiomes,1,Yes
npj Breast Cancer,2,Yes
npj Clean Water,2,\
npj Climate and Atmospheric Science,1,Yes
npj Computational Materials,1,Yes
npj Digital Medicine,1,Yes
npj Flexible Electronics,1,Yes
npj Genomic Medicine,2,\
